"시나리오별(1)","시도별(1)","성별(1)","연령별(1)",연령별(2),2027,2032
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","25 - 29세",26세,18931,12629
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","25 - 29세",27세,19231,12824
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","25 - 29세",28세,19440,13720
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","25 - 29세",29세,20527,13823
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","30 - 34세",30세,20651,14454
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","30 - 34세",31세,21659,17274
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","30 - 34세",32세,22009,17769
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","30 - 34세",33세,21849,17965
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","30 - 34세",34세,22194,19305
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","35 - 39세",35세,21790,19745
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","35 - 39세",36세,19758,20861
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","35 - 39세",37세,19845,21352
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","35 - 39세",38세,19133,21347
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","35 - 39세",39세,18474,21770
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","40 - 44세",40세,18687,21485
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","40 - 44세",41세,19436,19583
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","40 - 44세",42세,19449,19710
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","40 - 44세",43세,21206,19028
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","40 - 44세",44세,23140,18380
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","45 - 49세",45세,25171,18584
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","45 - 49세",46세,25644,19314
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","45 - 49세",47세,25891,19272
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","45 - 49세",48세,23033,20956
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","45 - 49세",49세,22557,22776
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","50 - 54세",50세,22013,24668
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","50 - 54세",51세,22110,25022
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","50 - 54세",52세,23435,25233
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","50 - 54세",53세,25102,22450
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","50 - 54세",54세,25586,21993
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","55 - 59세",55세,25927,21490
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","55 - 59세",56세,26474,21582
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","55 - 59세",57세,25417,22841
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","55 - 59세",58세,26845,24453
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","55 - 59세",59세,24226,24897
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","60 - 64세",60세,23738,25193
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","60 - 64세",61세,24519,25706
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","60 - 64세",62세,23562,24601
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","60 - 64세",63세,22379,25912
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","60 - 64세",64세,26818,23329
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","65 - 69세",65세,24998,22789
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","65 - 69세",66세,28591,23493
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","65 - 69세",67세,26835,22486
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","65 - 69세",68세,24964,21208
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","65 - 69세",69세,24356,25314
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","70 - 74세",70세,23332,23422
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","70 - 74세",71세,21691,26669
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","70 - 74세",72세,22573,24879
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","70 - 74세",73세,17886,22970
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","70 - 74세",74세,17014,22210
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","75 - 79세",75세,16676,21059
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","75 - 79세",76세,13349,19296
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","75 - 79세",77세,14265,19757
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","75 - 79세",78세,13104,15326
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","75 - 79세",79세,12267,14249
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","80 - 84세",80세,11073,13637
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","80 - 84세",81세,7062,10569
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","80 - 84세",82세,7985,10939
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","80 - 84세",83세,6844,9671
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","80 - 84세",84세,7301,8659
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","85 - 89세",85세,6196,7458
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","85 - 89세",86세,4721,4461
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","85 - 89세",87세,3864,4775
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","85 - 89세",88세,3127,3811
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","85 - 89세",89세,2279,3810
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","90 - 94세",90세,1862,2998
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","90 - 94세",91세,1337,2098
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","90 - 94세",92세,972,1573
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","90 - 94세",93세,672,1159
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","90 - 94세",94세,431,758
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","95 - 99세",95세,300,553
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","95 - 99세",96세,171,351
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","95 - 99세",97세,108,223
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","95 - 99세",98세,75,134
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","95 - 99세",99세,41,73
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","0 - 4세",0세,8407,8555
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","0 - 4세",1세,8118,8631
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","0 - 4세",2세,7849,8700
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","0 - 4세",3세,7587,8737
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","0 - 4세",4세,7339,8641
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","5 - 9세",5세,7113,8421
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","5 - 9세",6세,7240,8176
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","5 - 9세",7세,7689,7914
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","5 - 9세",8세,8364,7645
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","5 - 9세",9세,9272,7388
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","10 - 14세",10세,10599,7149
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","10 - 14세",11세,11967,7272
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","10 - 14세",12세,12413,7713
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","10 - 14세",13세,11998,8366
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","10 - 14세",14세,12759,9250
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","15 - 19세",15세,12905,10550
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","15 - 19세",16세,13203,11893
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","15 - 19세",17세,11787,12363
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","15 - 19세",18세,12216,12030
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","15 - 19세",19세,13169,13026
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","20 - 24세",20세,12598,13486
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","20 - 24세",21세,12385,14054
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","20 - 24세",22세,13205,12919
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","20 - 24세",23세,14486,13608
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","20 - 24세",24세,14725,14429
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","25 - 29세",25세,15767,13384
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","25 - 29세",26세,18249,12659
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","25 - 29세",27세,18456,12900
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","25 - 29세",28세,18255,13695
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","25 - 29세",29세,20164,13604
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","30 - 34세",30세,19982,14294
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","30 - 34세",31세,19981,16735
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","30 - 34세",32세,19122,17085
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","30 - 34세",33세,19209,16674
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","30 - 34세",34세,19172,18607
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","35 - 39세",35세,19598,18775
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","35 - 39세",36세,17679,19113
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","35 - 39세",37세,17736,18526
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","35 - 39세",38세,17422,18783
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","35 - 39세",39세,17164,18817
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","40 - 44세",40세,17420,19314
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","40 - 44세",41세,17752,17479
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","40 - 44세",42세,18187,17550
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","40 - 44세",43세,19937,17286
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","40 - 44세",44세,22271,17086
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","45 - 49세",45세,24101,17387
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","45 - 49세",46세,25046,17718
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","45 - 49세",47세,24711,18145
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","45 - 49세",48세,22596,19879
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","45 - 49세",49세,21925,22158
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","50 - 54세",50세,21203,23884
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","50 - 54세",51세,22136,24758
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","50 - 54세",52세,23632,24420
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","50 - 54세",53세,25512,22333
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","50 - 54세",54세,26316,21689
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","55 - 59세",55세,26279,20984
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","55 - 59세",56세,27782,21894
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","55 - 59세",57세,27172,23349
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","55 - 59세",58세,28716,25214
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","55 - 59세",59세,26941,26010
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","60 - 64세",60세,26251,25959
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","60 - 64세",61세,26515,27455
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","60 - 64세",62세,26461,26871
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","60 - 64세",63세,24737,28383
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","60 - 64세",64세,29592,26601
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","65 - 69세",65세,28625,25912
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","65 - 69세",66세,34001,26187
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","65 - 69세",67세,32095,26094
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","65 - 69세",68세,29582,24278
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","65 - 69세",69세,28364,28950
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","70 - 74세",70세,27352,27869
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","70 - 74세",71세,26584,33009
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","70 - 74세",72세,27167,31022
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","70 - 74세",73세,21144,28425
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","70 - 74세",74세,21317,27072
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","75 - 79세",75세,20507,25880
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","75 - 79세",76세,16494,24887
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","75 - 79세",77세,18002,25221
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","75 - 79세",78세,17103,19307
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","75 - 79세",79세,16215,19171
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","80 - 84세",80세,14893,18180
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","80 - 84세",81세,9222,14267
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","80 - 84세",82세,11442,15246
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","80 - 84세",83세,10344,14107
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","80 - 84세",84세,11224,12990
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","85 - 89세",85세,10118,11607
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","85 - 89세",86세,8499,6849
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","85 - 89세",87세,7435,8186
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","85 - 89세",88세,6487,7057
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","85 - 89세",89세,5165,7299
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","90 - 94세",90세,4500,6202
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","90 - 94세",91세,3709,4870
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","90 - 94세",92세,2967,3965
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","90 - 94세",93세,2186,3179
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","90 - 94세",94세,1625,2301
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","95 - 99세",95세,1266,1801
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","95 - 99세",96세,830,1319
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","95 - 99세",97세,594,928
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","95 - 99세",98세,418,595
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","여자","95 - 99세",99세,277,380
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대구광역시","계","0 - 4세",0세,13598,13800
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대구광역시","계","0 - 4세",1세,13268,14048
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대구광역시","계","0 - 4세",2세,12939,14263
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대구광역시","계","0 - 4세",3세,12599,14416
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대구광역시","계","0 - 4세",4세,12267,14345
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대구광역시","계","5 - 9세",5세,11977,14065
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대구광역시","계","5 - 9세",6세,12280,13737
